A B C D E F G H I J K L M N O P Q R S T U V W X Y Z
2 3 3 2 3 2 1 1 2 1 1 3 1 1 1 2 1 2 1 2 2 1 3 3 1 3
2 3 3 2 2 1 1 1 2 1 3 2 3 2 1 1 3 3 2 1 1 1 1 2 2 3
1 2 1 2 2 3 1 2 1 3 2 3 3 1 1 1 1 1 1 3 1 2 1 2 2 2
3 3 3 3 3 3 1 2 3 3 2 3 2 3 1 2 3 2 3 3 3 2 2 3 2 2
3 3 3 2 3 1 2 2 2 3 1 3 2 2 1 2 3 3 1 1 1 1 3 3 2 3
1 3 2 3 1 3 3 1 3 1 2 3 2 2 3 1 1 1 1 3 2 2 3 3 1 1
1 3 3 2 1 3 1 1 3 1 1 3 1 2 1 1 1 2 1 3 3 2 2 2 1 1
3 3 1 2 3 1 2 1 2 3 2 3 1 3 3 2 3 2 1 1 3 3 2 2 2 3
2 3 3 2 3 3 2 1 2 3 3 3 1 2 1 2 2 2 1 2 3 1 3 3 2 3
3 1 3 2 2 3 3 3 1 3 2 3 3 3 3 3 3 3 3 3 3 2 1 2 2 2
2 3 2 3 2 3 3 1 2 1 2 3 3 1 3 2 2 1 3 2 2 3 1 3 1 1
1 3 3 2 1 3 1 2 3 3 1 2 3 3 1 1 2 3 3 3 2 2 3 3 2 2
2 1 2 3 2 3 2 2 1 1 3 3 2 3 3 3 1 3 2 3 3 3 1 2 1 1
3 3 2 3 3 3 3 1 3 3 3 3 1 2 2 1 1 3 1 3 3 3 1 3 2 2
2 2 3 2 2 3 1 2 1 3 3 2 3 3 2 1 3 2 3 1 1 3 1 2 2 2
3 2 3 2 2 3 3 1 1 3 2 2 3 1 2 3 3 2 3 1 1 2 1 2 2 2
2 2 3 2 2 1 2 1 1 3 2 3 3 1 2 1 3 1 3 2 2 1 1 3 2 3
1 1 2 2 1 1 1 1 2 1 2 3 1 2 1 2 3 1 1 1 3 1 2 2 2 3
2 3 2 3 2 3 3 2 3 1 1 3 2 2 1 1 2 2 1 3 2 3 1 3 1 1
2 1 2 2 2 3 1 3 1 3 3 3 1 3 2 1 3 2 1 3 3 3 1 2 2 2
2 1 2 2 2 2 1 3 1 1 1 3 2 1 3 1 3 2 3 3 1 3 1 2 1 1
2 1 2 2 2 3 2 1 1 1 2 2 3 1 2 1 2 2 3 3 2 3 1 2 2 2
2 1 2 2 2 2 3 2 1 3 3 2 3 2 3 1 1 1 3 3 2 1 1 2 2 3
2 1 2 2 2 1 3 3 1 3 2 2 1 3 1 1 1 1 1 3 2 3 1 2 2 2
2 1 1 1 1 1 1 1 2 3 1 3 1 2 1 2 3 3 2 2 3 3 2 3 2 3
1 1 3 2 2 1 2 2 1 3 1 2 1 3 3 1 2 3 3 3 2 2 1 1 2 2
2 3 1 1 2 1 1 3 2 3 1 3 2 2 3 2 3 3 3 2 1 1 1 3 2 3
2 2 2 2 2 3 2 2 1 1 1 3 1 2 2 1 1 1 3 3 1 3 1 2 1 1
3 3 3 3 1 3 1 2 3 3 2 3 1 3 2 1 3 2 1 3 3 2 2 1 2 2
2 3 1 2 2 1 2 1 2 3 2 2 1 1 3 2 3 1 3 2 3 1 1 2 2 3
1 3 1 3 3 1 1 2 2 3 1 3 1 2 3 2 2 2 3 2 3 1 3 3 2 3
2 1 1 2 2 3 2 2 1 1 2 3 1 1 3 1 3 2 3 3 2 3 1 2 3 1
2 3 3 2 1 1 1 2 2 3 2 2 2 2 1 2 3 3 2 1 2 1 2 3 2 3
2 3 3 2 2 1 2 1 2 3 2 3 1 2 3 2 2 1 3 2 3 1 1 2 2 3
2 2 2 2 2 3 3 2 1 3 2 2 3 1 2 3 3 1 3 1 2 3 1 2 2 2
1 3 3 3 2 1 1 3 2 3 3 1 2 2 3 3 3 2 3 2 3 1 1 2 2 3
3 3 1 3 1 3 2 1 3 1 1 3 1 2 1 2 1 1 1 3 2 2 2 1 1 1
2 3 3 3 3 3 1 3 2 3 1 1 2 2 3 2 3 3 3 2 3 1 2 3 2 3
2 3 3 1 3 1 1 1 2 1 1 3 1 2 3 2 3 3 1 2 3 1 3 2 2 3
1 1 3 2 2 3 3 2 1 3 1 2 3 3 1 3 3 3 1 3 2 2 1 2 2 2
2 3 2 1 3 1 2 2 2 3 1 3 2 2 1 2 1 3 2 3 1 1 3 3 2 3
1 2 1 2 2 3 1 2 1 3 1 2 3 3 2 1 1 3 3 2 2 2 1 2 2 2
2 1 2 2 2 3 2 3 1 1 1 3 2 3 2 1 1 1 3 3 1 3 1 3 1 1
2 1 3 2 2 1 3 2 1 3 3 2 2 1 2 3 3 2 1 3 2 3 1 2 2 2
2 3 3 2 1 1 2 2 2 3 2 3 2 2 1 2 2 1 2 3 3 1 1 3 2 3
2 2 2 2 2 3 2 3 1 3 1 2 3 3 3 1 3 3 3 1 2 3 1 1 2 2
3 3 3 3 1 3 1 3 3 3 2 3 1 3 3 1 2 1 2 3 3 3 3 3 2 2
1 1 3 2 2 1 2 2 1 3 3 2 2 3 1 3 1 2 1 3 2 2 1 1 2 2
2 3 3 1 1 1 2 2 2 3 1 2 1 2 2 2 2 3 3 2 3 1 1 2 2 3
2 3 1 2 2 1 2 2 2 3 1 3 2 2 1 2 3 3 2 1 3 3 1 3 2 3
1 1 2 2 2 1 3 2 1 3 1 3 1 3 3 3 3 3 3 3 1 1 1 2 2 3
1 3 1 2 3 1 3 3 2 3 3 3 2 2 1 2 3 3 3 2 3 1 3 3 2 3
1 1 2 2 2 2 3 2 1 3 1 2 2 2 2 1 1 2 2 3 1 3 1 2 1 1
2 3 3 1 3 3 3 2 2 3 2 2 2 2 1 2 2 3 2 3 3 1 3 3 2 3
2 1 2 1 2 1 2 2 1 3 2 2 1 1 2 3 1 2 3 3 2 1 1 1 2 3
1 2 2 2 2 3 1 1 1 3 1 2 3 3 2 1 2 3 3 2 2 3 1 2 2 2
1 3 1 1 3 3 1 1 3 3 3 3 2 2 2 2 3 2 3 3 3 2 1 1 2 2
2 2 1 2 2 2 1 3 1 3 1 2 3 3 3 1 3 3 3 2 1 3 1 2 2 3
2 3 3 2 2 1 1 3 2 3 2 3 1 2 1 2 3 1 1 2 3 3 1 3 2 3
1 3 3 2 3 1 2 1 2 3 3 3 1 3 3 2 2 2 1 1 1 1 3 2 2 3
1 3 2 2 3 1 1 2 2 3 1 3 2 2 1 2 2 3 2 3 3 1 3 3 2 3
2 3 3 3 2 3 1 3 3 3 2 2 2 3 3 3 3 2 2 2 2 3 3 1 2 2
2 3 3 2 3 1 2 2 2 3 3 3 2 2 1 2 3 3 1 1 3 1 3 3 2 3
3 2 3 2 2 3 1 1 1 3 1 2 3 3 3 3 2 2 3 1 2 3 1 2 2 2
2 2 3 3 3 1 1 1 2 3 1 3 1 3 1 2 3 3 1 1 3 1 3 3 2 3
2 2 2 2 2 3 3 2 1 3 2 2 3 1 3 3 3 3 2 3 2 3 1 2 2 2
1 3 3 2 1 2 2 3 3 1 3 3 2 2 1 1 1 3 1 3 2 2 3 1 1 1
1 1 3 2 2 3 3 2 1 3 1 2 1 3 2 1 3 3 3 3 1 2 1 2 2 2
1 3 3 1 3 1 2 3 2 3 1 2 2 2 3 2 1 3 3 2 3 1 3 3 2 3
3 1 3 2 2 3 3 3 1 3 3 2 3 3 2 3 1 2 2 2 2 2 1 1 2 2
1 1 2 2 2 1 3 3 1 3 1 2 3 3 3 3 3 3 3 3 1 1 1 2 2 3
2 3 3 2 3 1 1 1 2 3 2 2 2 3 1 2 3 3 1 2 1 1 1 3 2 3
1 3 3 1 2 3 1 1 2 3 1 3 1 2 3 2 3 3 3 2 3 1 1 3 2 3
1 2 2 2 2 3 3 1 2 2 1 3 1 1 1 2 3 1 1 1 3 2 1 3 1 1
3 2 1 2 2 1 2 1 1 3 2 3 3 3 1 3 2 1 1 3 1 2 1 1 2 2
1 2 1 1 2 3 3 3 1 3 1 2 3 3 3 3 3 3 3 1 1 2 3 2 2 2
1 3 3 3 3 3 3 3 3 3 1 2 2 3 3 2 3 3 3 3 2 3 1 1 2 2
1 3 2 2 2 1 3 1 2 3 1 3 1 3 3 2 3 3 3 2 3 1 1 3 2 3
3 2 3 2 2 1 1 1 1 3 3 3 3 3 2 3 2 2 3 1 1 2 1 1 2 2
1 3 2 2 2 1 1 1 2 3 1 3 1 2 1 2 3 2 3 2 3 1 1 3 2 3
2 2 3 2 2 1 2 3 1 3 1 2 3 2 3 3 3 3 3 3 2 3 1 1 2 2
2 2 2 2 2 3 3 2 1 3 2 1 2 3 2 3 1 1 1 1 1 3 1 2 2 2
1 1 2 2 2 2 2 2 1 1 1 3 1 2 3 3 1 2 3 3 1 2 1 1 1 1
2 2 3 2 2 3 3 2 1 3 3 2 3 3 2 3 1 2 3 2 2 3 1 2 2 2
3 2 2 2 2 3 2 3 1 3 2 3 3 1 3 1 3 1 3 1 3 3 1 1 2 2
1 3 1 1 3 1 1 3 2 3 1 2 2 2 3 2 3 3 3 2 2 1 3 3 2 3
3 3 3 2 3 1 1 3 2 3 2 3 3 2 2 1 3 2 3 2 3 1 2 3 2 3
2 3 3 2 2 1 1 1 2 3 3 2 1 2 3 2 3 1 3 2 1 1 1 2 2 3
2 3 3 2 2 1 2 3 2 3 1 2 2 2 1 2 3 3 3 2 1 1 1 2 2 3
2 1 3 2 2 3 3 2 1 3 3 2 3 3 1 1 3 3 1 3 2 3 1 1 2 2
3 3 2 3 1 3 1 1 3 3 2 3 1 3 3 1 3 1 1 3 3 3 2 3 2 2
1 1 3 2 3 2 1 1 1 3 2 3 2 2 2 3 1 1 2 3 1 2 3 2 1 1
2 3 3 3 3 1 1 3 2 3 2 3 3 2 1 1 3 3 1 3 3 1 3 2 2 3
1 2 2 3 2 3 3 1 1 3 1 3 1 3 2 1 1 3 2 1 1 2 1 3 1 1
2 1 1 2 2 1 3 1 1 3 3 2 1 1 2 1 3 1 2 1 2 3 1 2 2 3
1 1 1 1 2 3 3 2 1 3 2 2 2 3 2 3 3 1 2 3 2 2 1 2 2 2
1 3 2 2 2 3 3 3 2 1 1 2 3 3 3 1 1 2 3 2 1 1 1 2 1 3
3 3 2 3 3 1 1 1 2 3 1 2 1 2 3 2 3 3 1 3 2 1 3 3 2 3
2 2 3 2 2 3 3 1 1 3 1 2 3 3 3 3 3 3 3 3 2 3 1 2 2 2
2 3 3 3 3 1 2 2 2 3 1 3 2 2 1 2 2 3 2 3 3 1 3 2 2 3
3 2 1 2 2 3 3 1 1 3 3 3 3 3 1 3 1 1 1 1 1 2 1 2 2 2
1 1 3 2 2 3 3 3 1 3 2 2 2 1 1 3 3 1 1 3 2 2 1 2 2 2
2 1 1 1 2 1 3 1 1 3 1 3 3 3 1 3 3 3 1 3 1 3 1 2 2 3
2 3 2 2 3 1 1 1 2 3 3 3 1 2 1 2 1 2 3 2 1 1 3 2 2 3
1 2 1 2 2 3 1 3 1 3 3 3 2 1 2 1 2 1 3 1 2 1 1 2 3 1
3 2 3 2 2 3 1 1 2 3 2 3 1 2 3 2 3 2 3 3 3 1 1 3 2 3
1 3 1 1 2 1 3 2 3 1 1 1 3 2 1 1 1 1 3 3 1 1 1 1 1 2
3 2 3 2 2 1 1 2 1 3 1 2 2 3 3 3 3 3 2 3 1 1 1 1 2 3
3 1 1 2 2 3 1 1 1 3 2 2 2 1 3 3 1 1 2 2 1 2 1 2 2 2
2 2 2 2 2 3 1 1 1 3 3 2 3 3 3 1 1 2 3 1 2 3 1 2 2 2
1 2 3 2 2 3 3 1 1 3 1 2 1 3 2 1 3 3 2 1 2 2 1 2 2 2
2 3 3 3 2 1 1 1 2 3 2 3 1 1 1 1 3 3 1 1 3 1 1 3 2 3
2 3 2 2 1 3 1 1 3 3 1 3 2 2 1 2 3 3 3 3 3 3 3 1 2 2
3 3 3 1 2 2 1 3 2 3 1 3 2 2 1 2 3 3 3 2 1 1 1 2 2 3
1 2 1 1 2 3 1 2 1 3 1 2 3 1 2 1 1 3 2 3 2 2 1 2 2 2
3 3 3 2 2 1 1 3 2 3 1 3 2 2 3 2 3 3 3 2 3 1 1 3 2 3
3 1 1 2 2 3 2 2 1 1 1 3 1 3 2 1 3 2 3 3 1 1 1 2 1 3
1 3 1 3 3 1 2 3 2 3 1 3 1 2 1 1 2 3 2 3 3 1 2 2 2 3
3 3 3 3 2 3 1 1 3 1 3 3 2 3 1 2 3 2 3 3 3 2 1 2 2 2
1 2 3 2 1 1 1 1 2 3 3 3 1 2 1 2 1 2 1 1 3 1 2 2 2 3
1 3 3 3 1 3 3 3 3 3 2 3 1 3 3 1 2 1 2 3 3 3 2 3 2 2
2 2 2 1 2 3 2 1 1 3 1 3 2 2 3 3 2 1 2 1 1 3 1 1 1 1
2 3 3 1 3 1 1 3 2 3 1 2 2 3 3 2 3 3 3 2 1 1 2 2 2 3
1 3 1 3 2 1 3 2 3 3 2 2 2 2 1 1 3 1 1 1 2 3 1 2 2 3
3 2 2 2 2 2 1 1 1 3 3 3 1 2 3 1 1 1 2 2 1 2 1 2 1 1
2 2 3 2 2 3 3 2 1 3 1 3 3 3 2 1 3 3 1 2 1 3 1 2 2 2
2 1 2 2 2 1 1 2 1 3 3 2 3 1 2 3 3 3 2 3 1 1 1 2 2 3
1 1 3 2 2 3 3 2 1 3 1 2 2 1 2 3 2 3 2 3 2 3 1 2 2 2
3 1 2 2 2 3 3 1 1 3 3 2 2 3 2 3 3 2 2 3 1 3 1 2 2 2
1 3 2 2 2 1 2 3 2 3 3 2 2 2 1 2 3 3 3 2 3 1 1 3 2 3
1 2 1 2 2 3 1 2 1 3 2 3 2 1 1 1 2 2 1 2 2 2 1 3 3 1
1 3 2 2 2 3 3 1 3 3 3 3 1 2 1 1 3 2 1 3 3 3 1 1 2 2
1 1 3 2 2 3 1 2 1 3 3 3 2 1 2 3 3 2 1 3 1 2 1 2 2 2
2 2 3 2 2 3 3 3 1 3 1 2 3 3 2 1 1 3 3 1 2 3 1 2 2 2
1 3 3 2 2 1 3 1 2 3 1 3 1 2 3 2 2 3 3 2 3 1 1 3 2 3
2 1 1 2 1 1 1 1 1 3 3 3 1 1 3 3 3 1 2 1 2 1 1 2 3 1
1 3 2 2 2 3 3 1 2 1 2 3 1 1 1 2 1 1 1 1 1 2 1 2 1 1
1 3 3 2 2 1 1 2 2 3 2 3 2 2 1 2 1 1 2 3 3 1 1 3 2 3
1 3 1 2 3 3 1 1 3 3 1 3 1 3 2 1 3 3 1 1 3 2 3 1 2 2
3 2 3 2 2 3 1 1 1 3 1 2 3 3 2 3 1 3 3 1 2 2 1 2 2 2
3 3 2 2 2 1 1 1 2 3 3 3 2 2 1 2 3 3 1 1 3 1 1 2 2 3
2 2 2 2 2 3 1 3 1 3 1 3 2 3 3 3 1 2 3 3 3 3 1 2 1 1
2 2 3 2 2 1 3 3 1 3 1 3 3 2 3 3 3 3 3 1 1 3 1 2 2 2
1 2 1 2 2 3 3 3 1 3 3 3 3 3 3 1 2 2 3 3 1 2 1 1 2 2
1 3 3 1 3 1 1 1 2 1 3 3 1 2 1 2 2 2 1 2 3 1 3 2 2 3
1 3 2 1 2 3 3 1 3 1 2 3 1 2 1 2 1 2 3 1 2 2 1 3 1 1
2 3 2 2 3 3 2 1 3 3 3 1 1 2 2 2 3 3 1 3 2 3 3 3 1 1
1 1 2 2 2 3 1 1 1 1 2 3 3 1 1 1 3 1 1 3 2 1 1 1 3 1
2 3 2 3 3 1 3 3 2 3 2 2 2 3 3 3 3 2 3 2 1 1 3 3 2 3
1 1 2 2 2 1 1 1 1 3 2 2 3 2 3 1 3 3 3 1 2 1 1 2 2 3
2 3 3 2 1 3 2 2 3 3 1 3 2 3 2 1 3 3 3 3 2 3 1 2 2 2
2 1 3 2 2 3 3 2 1 3 2 2 1 2 3 1 3 2 3 1 1 3 1 2 2 2
2 2 2 2 2 3 3 1 1 3 1 2 3 3 1 3 3 3 1 2 2 3 1 2 2 2
2 3 3 3 3 3 2 3 3 3 2 3 1 3 2 1 3 1 2 1 3 3 1 2 2 2
1 3 3 3 3 1 1 3 2 3 1 2 1 1 3 2 3 3 3 2 3 1 2 3 2 3
2 1 3 2 2 3 3 1 1 3 2 2 1 3 2 1 3 1 2 1 2 3 1 2 2 2
2 3 3 1 2 2 1 3 2 1 3 2 3 1 1 2 3 1 3 2 2 3 3 3 3 3
1 3 1 2 3 3 3 1 2 3 1 3 1 3 1 1 3 3 3 3 3 2 3 1 2 2
1 1 1 2 2 3 3 3 1 3 3 3 2 3 1 3 3 1 1 3 1 2 1 2 2 2
3 1 3 2 2 3 3 1 1 3 3 2 3 3 1 3 2 2 1 3 2 2 1 2 2 2
3 2 2 2 2 1 1 3 2 3 2 3 3 3 1 2 3 1 2 1 3 1 1 3 2 3
1 1 3 2 2 3 1 2 1 3 3 2 2 3 2 3 3 2 2 3 1 2 1 2 2 2
3 1 1 2 2 3 2 2 1 3 1 3 1 3 3 1 3 3 2 1 1 2 1 1 2 2
3 3 1 2 2 1 1 1 2 3 1 2 1 2 1 2 3 3 1 3 1 1 1 2 2 3
2 3 2 3 3 1 1 2 2 1 3 2 2 3 3 2 2 2 1 1 2 1 3 2 2 3
1 2 1 2 2 3 1 3 1 3 3 3 2 1 3 1 3 1 3 1 2 1 1 2 3 1
2 3 1 3 1 1 3 1 3 3 3 3 1 3 1 1 3 3 2 1 2 1 2 1 3 1
1 1 3 3 2 2 3 2 1 3 1 2 1 1 2 3 3 3 3 3 2 1 1 2 2 3
3 2 2 2 2 3 2 2 1 3 1 3 2 3 2 3 1 2 2 3 1 2 1 1 1 1
1 3 3 1 2 1 2 1 2 3 2 3 1 2 3 2 1 1 3 2 1 1 1 2 2 3
1 2 2 2 3 3 1 2 1 1 2 3 1 1 2 1 2 3 3 1 2 3 3 1 3 1
2 2 2 2 2 3 1 1 1 3 2 2 3 1 2 1 3 2 3 2 1 3 1 2 2 2
1 3 2 2 3 1 2 1 2 3 1 3 1 2 2 3 2 1 1 2 1 1 2 2 2 3
1 2 3 2 2 3 3 2 1 3 1 2 1 3 3 1 2 3 3 3 2 2 1 2 2 2
2 3 3 2 1 1 3 1 2 3 2 2 1 2 1 2 3 2 1 2 3 1 2 3 2 3
1 3 1 2 2 3 2 2 2 3 3 2 2 2 1 2 2 2 2 3 1 3 1 2 3 1
1 1 2 2 2 3 2 3 1 1 2 3 2 3 2 3 1 1 1 3 1 2 1 2 1 1
1 1 3 3 2 3 3 2 1 3 2 3 1 1 3 1 3 3 2 3 2 2 1 2 2 2
2 3 3 2 3 3 1 3 2 3 2 2 1 2 3 2 3 1 3 2 1 1 3 2 2 3
2 3 2 3 3 1 1 2 2 3 1 3 2 3 1 2 3 3 1 2 3 1 2 3 2 3
2 3 2 1 1 2 1 1 3 1 2 3 1 2 1 2 1 1 3 1 2 3 3 3 1 1
3 2 3 2 2 3 1 3 1 3 3 2 3 2 2 3 2 2 3 3 2 3 1 2 2 2
2 2 2 2 2 3 2 2 1 1 2 3 1 2 3 1 3 1 2 1 3 3 1 1 1 1
1 2 2 2 2 1 1 3 1 1 1 3 2 2 2 3 1 1 3 1 1 2 1 1 1 1
1 2 3 1 1 3 2 3 1 3 3 2 3 1 2 1 3 2 3 2 2 2 1 1 2 2
1 2 1 2 2 1 1 2 1 3 2 2 3 3 3 1 3 1 2 2 1 1 1 2 2 3
3 3 3 2 3 1 1 3 2 3 1 3 2 2 1 2 3 3 3 2 3 1 3 3 2 3
1 2 3 2 2 3 2 2 1 3 2 2 3 3 2 3 3 1 2 3 2 3 1 1 2 2
2 2 2 2 2 3 3 2 1 3 1 3 3 3 2 1 3 3 2 1 3 3 1 2 2 2
1 2 3 2 2 3 3 2 1 3 1 2 3 3 1 1 2 3 1 2 1 3 1 2 2 2
1 1 1 2 2 3 3 2 1 3 2 2 2 3 1 3 3 1 1 3 2 2 1 2 2 2
1 2 3 2 3 3 3 3 1 3 1 2 3 3 2 1 1 3 3 2 2 3 3 2 2 2
3 3 3 2 2 2 2 1 2 3 3 3 1 2 1 2 3 2 1 1 1 1 1 3 2 3
3 2 2 2 2 2 2 1 1 1 1 3 1 2 2 1 1 1 2 1 1 2 1 2 1 1
1 3 3 2 2 1 2 3 2 3 2 3 2 3 1 2 3 1 3 2 3 1 1 2 2 3
1 2 2 2 2 2 3 2 1 3 1 2 3 2 2 1 3 3 1 3 2 3 1 2 2 2
1 1 1 2 2 3 3 2 1 3 2 2 1 1 2 1 3 3 3 3 2 2 1 3 2 2
1 1 1 2 2 3 3 2 1 3 2 2 1 2 3 1 3 1 3 3 2 2 1 2 2 2
3 3 2 1 2 1 1 3 2 3 1 3 1 2 1 2 2 3 1 1 3 1 1 2 2 3
3 3 3 2 3 2 2 2 2 1 1 2 2 1 1 1 1 1 2 1 1 2 3 2 1 1
2 3 2 2 2 1 2 1 2 3 2 3 1 2 3 2 2 1 3 3 3 1 1 2 2 3
2 3 3 3 1 3 3 2 3 1 1 3 3 2 1 1 2 2 2 2 2 3 3 1 1 1
1 2 3 2 1 3 2 2 1 3 2 3 2 3 1 3 3 1 1 3 1 2 3 1 2 2
2 3 2 2 1 2 2 2 3 3 1 3 1 2 3 2 1 2 2 1 3 3 2 3 1 1
2 3 2 2 2 1 1 2 2 3 3 3 1 2 3 2 3 2 3 3 1 1 1 2 2 3
3 1 3 2 2 3 3 2 1 3 2 2 1 3 2 1 3 2 3 3 1 3 1 2 2 2
3 2 1 2 2 3 1 2 1 3 3 2 3 1 1 1 2 3 1 3 2 2 1 2 2 2
1 1 2 2 1 3 3 2 1 3 1 2 1 2 3 3 3 3 3 3 2 1 1 2 2 3
1 1 3 1 2 1 1 2 1 3 3 2 2 3 1 3 2 1 1 3 2 2 1 2 2 2
2 3 2 2 2 2 2 3 2 1 3 2 3 3 3 2 2 3 3 2 3 3 1 3 3 3
3 3 1 2 1 1 1 3 2 1 3 2 2 2 1 2 3 1 3 2 2 1 2 2 2 3
2 2 2 1 2 3 3 1 1 3 3 3 3 3 3 3 3 3 3 1 1 3 3 1 2 2
1 3 3 2 1 1 1 2 2 3 1 3 2 3 1 1 2 3 2 2 3 1 2 2 2 3
2 2 2 2 2 3 2 3 1 1 1 3 2 2 3 3 2 2 3 1 1 3 1 2 1 1
3 3 3 1 2 3 1 1 2 1 1 3 3 2 1 2 1 1 2 1 2 3 1 3 1 3
2 3 2 3 3 1 2 2 3 3 1 2 2 3 1 1 3 3 1 1 2 3 1 2 2 2
3 2 3 1 2 1 3 1 1 3 1 3 3 3 3 3 3 3 3 1 3 2 1 1 2 2
1 1 3 2 2 2 1 2 1 1 1 2 3 3 1 1 3 1 1 3 1 3 1 2 1 1
1 2 3 2 1 1 3 2 1 3 2 2 3 3 2 1 3 2 3 1 2 2 1 2 2 2
1 2 3 2 2 1 2 1 2 3 1 3 1 2 1 2 2 3 1 1 1 1 1 2 2 3
3 1 3 1 2 3 3 1 1 3 2 2 1 3 2 1 3 2 2 1 1 3 1 2 2 2
1 2 2 2 2 1 2 3 1 3 1 3 2 3 2 3 3 3 3 1 1 1 1 1 2 3
1 1 2 1 2 3 2 1 1 1 1 3 2 2 3 3 1 2 2 3 1 2 1 2 1 1
1 3 3 2 2 3 2 1 2 1 1 3 3 1 1 2 1 1 2 1 3 2 1 3 1 1
1 3 3 2 1 1 2 1 2 3 3 3 1 2 1 2 3 2 1 2 3 1 2 3 2 3
3 2 3 2 2 3 3 1 1 3 1 2 3 3 3 3 2 3 3 1 2 3 1 2 2 2
1 3 2 3 1 3 2 1 3 3 3 1 1 2 2 1 1 3 1 2 3 3 3 3 1 1
1 3 2 3 2 2 2 1 3 3 1 3 3 1 1 1 1 2 2 1 2 2 1 2 1 2
2 3 1 3 2 3 1 3 2 3 1 3 2 2 3 2 1 3 3 2 3 3 1 2 2 3
1 1 2 2 2 3 2 2 1 1 2 3 3 3 1 1 1 1 1 3 3 2 1 1 1 1
2 3 1 3 3 1 1 3 2 3 2 3 2 2 3 2 3 3 3 2 3 1 3 3 2 3
2 1 2 2 2 1 1 2 1 3 1 2 1 1 3 1 3 3 3 3 2 3 1 1 2 2
1 3 3 2 2 1 1 3 2 3 1 2 2 2 1 2 3 3 3 1 2 1 3 3 2 3
2 2 2 2 2 2 1 1 1 1 3 3 3 2 2 1 1 3 3 2 1 3 3 2 1 1
2 3 1 2 3 1 1 3 2 3 2 2 2 2 3 2 3 2 3 2 1 1 2 3 2 3
1 1 3 2 2 3 2 2 1 3 1 2 2 3 3 3 3 3 2 3 1 2 1 1 2 2
2 2 2 2 2 3 2 2 1 1 1 3 2 2 2 3 1 2 2 3 1 3 1 2 1 1
3 1 3 3 2 1 1 3 2 3 1 3 1 3 3 2 2 3 3 2 3 1 1 2 2 3
3 2 2 2 2 1 3 1 1 3 3 2 3 3 3 1 3 3 3 1 1 1 1 2 2 3
2 2 3 2 2 3 3 1 1 3 1 3 2 1 2 3 3 3 2 3 1 3 1 2 2 2
1 3 3 1 2 1 3 1 2 3 2 3 1 3 3 2 2 3 1 1 3 1 1 3 2 3
1 2 2 2 2 3 3 2 1 1 1 3 1 1 3 1 2 2 2 1 1 2 1 2 1 1
3 1 3 2 3 3 1 2 1 3 2 3 1 1 2 1 3 2 3 3 2 2 3 2 2 2
1 3 3 1 3 1 2 3 2 3 2 3 2 2 1 2 1 2 3 2 3 1 2 3 2 3
3 2 3 1 2 3 1 3 1 3 1 2 3 3 2 1 3 3 3 1 1 2 1 2 2 2
1 3 2 2 3 1 1 1 2 3 1 3 2 2 1 2 2 3 1 1 3 1 2 3 2 3
1 2 2 3 2 2 2 2 1 1 3 3 1 3 3 1 1 3 3 3 1 2 1 2 1 1
2 3 3 2 1 1 3 3 2 3 1 3 1 2 1 2 3 3 2 3 1 1 3 3 2 3
2 3 1 2 2 1 3 1 3 3 3 3 1 1 1 2 3 1 3 3 2 3 1 3 3 1
2 3 2 2 3 1 1 3 2 3 1 3 2 2 3 2 3 3 3 2 3 1 3 2 2 3
3 2 3 1 2 3 1 3 1 3 3 2 3 3 2 1 3 2 3 1 1 2 1 2 2 2
3 3 1 2 2 1 1 1 2 3 2 2 2 3 1 2 1 1 1 1 1 3 3 3 2 3
1 3 1 1 2 1 3 3 3 3 2 2 2 3 1 1 3 1 3 3 2 2 3 1 2 2
1 2 3 1 2 3 1 1 1 3 3 2 3 3 3 1 2 2 3 1 2 3 1 2 2 2
3 2 3 1 2 3 1 2 1 3 2 2 3 3 3 3 1 3 3 1 2 2 1 2 2 2
1 2 3 2 2 3 3 1 1 3 1 2 1 3 2 1 2 1 2 1 1 2 1 3 1 1
2 1 3 2 2 1 3 2 1 3 3 2 3 2 2 1 3 2 1 3 1 1 1 2 2 3
2 3 2 1 2 3 3 2 3 1 1 1 1 2 2 3 1 2 1 3 3 3 3 3 1 1
2 2 2 2 1 3 2 2 1 3 1 2 2 3 1 1 2 3 1 2 2 3 1 1 2 2
2 2 2 2 2 1 3 2 1 3 1 2 3 2 2 1 3 3 2 3 2 1 1 2 2 3
2 3 1 2 1 3 1 1 2 3 1 3 1 1 3 2 1 2 1 2 2 1 2 1 1 3
2 2 2 2 2 3 3 2 1 3 2 3 2 2 1 1 3 1 1 3 1 1 1 2 2 3
3 1 3 2 2 3 2 3 1 3 3 2 3 2 1 1 3 3 1 3 1 2 1 1 2 2
1 3 2 3 3 3 2 1 2 1 1 1 3 1 1 3 1 2 3 3 3 2 3 2 1 1
2 3 1 2 2 1 1 3 2 3 3 3 2 1 3 2 3 2 3 2 3 1 1 2 2 3
3 3 1 3 3 3 3 2 3 3 2 3 3 3 1 1 1 1 3 3 3 2 1 3 2 2
1 1 1 2 1 3 3 3 1 3 1 2 2 3 1 3 2 3 1 3 1 2 1 2 2 2
2 2 1 2 2 3 1 3 1 3 3 3 2 1 3 3 2 1 3 1 2 1 1 2 3 1
